#NAMES	IB1	IB2	IB3	IB4	IB5	IB6	IB7	IB8	IB9	IB10
b2248	0.227000	0.131000	-0.086000	0.023000	-0.061000	0.070000	0.521000	0.330000	0.332000	0.157000
wcaK	0.070000	0.097000	0.044000	-0.016000				0.271000	-0.174000	-0.160000
wcaK	0.191000	-0.009000	0.186000	0.273000				0.452000	-0.105000	0.036000
yohI	0.087000	0.150000	-0.078000	-0.042000	-0.378000	-0.168000		0.080000	-0.011000	-0.098000
yohI	0.071000	-0.090000	-0.045000	0.216000	-0.074000	-0.176000		0.001000	-0.059000	-0.114000
wcaC	0.217000	0.085000	-0.060000	0.028000			0.070000	0.053000	0.290000	0.330000
wcaC	0.202000	0.022000	0.170000	0.193000			0.447000	0.132000	0.068000	0.334000
yeiB	-0.246000	-0.204000	-0.503000	-0.260000	-0.353000	-0.125000	-0.251000	-0.280000	0.074000	-0.032000
yeiB	-0.339000	-0.223000	-0.321000	-0.149000	-0.407000	-0.231000	-0.281000	-0.369000	-0.159000	-0.022000
fliM										
fliM										
inaA	0.041000	0.151000	0.068000	0.062000		0.288000	0.129000		0.070000	0.128000
inaA	0.324000	0.009000	0.070000	0.104000		0.227000	0.197000		0.131000	0.261000
yedI	-0.170000	0.253000	-0.183000	0.145000	0.487000		-0.057000	-0.131000	-0.146000	-0.267000
yedI	0.214000	0.380000	0.196000	0.187000	0.563000		-0.013000	0.023000	-0.127000	0.005000
b2249	-0.593000	-0.091000	-0.202000	-0.231000				0.077000		
b2249	0.164000	0.411000	0.068000	-0.018000				-0.053000		
wzxC		-0.746000		-0.113000				0.121000		
wzxC		-0.120000		0.028000				-0.148000		
yohJ	0.028000	0.024000	-0.082000	-0.166000			0.180000	0.006000	-0.213000	-0.467000
yohJ	0.191000	0.189000	-0.010000	-0.085000			-0.007000	-0.031000	-0.058000	-0.049000
wcaB			0.052000	-0.009000				0.072000	0.012000	
wcaB			0.037000	0.025000				0.456000	-0.198000	
folE	-0.277000	-0.293000	-0.578000	-0.639000	-0.412000	-0.405000	-0.377000	-0.452000	-0.394000	-0.306000
folE	-0.311000	-0.175000	-0.428000	-0.508000	-0.565000	-0.573000	-0.373000	-0.361000	-0.322000	-0.269000
fliN	0.078000	-0.435000	-0.128000	-0.095000	-0.256000		0.001000	0.007000	0.002000	-0.090000
fliN	-0.063000	0.135000	0.106000	0.157000	-0.007000		0.027000	0.025000	0.079000	-0.019000
yfaH	0.018000		-0.204000	-0.176000				0.355000	0.167000	0.045000
yfaH	-0.014000		-0.022000	-0.009000				-0.063000	-0.068000	-0.249000
yedA	0.322000	0.083000	0.059000	0.054000		0.631000	0.422000	0.041000		0.360000
yedA	0.296000	0.305000	0.170000	0.184000		0.347000	0.234000	0.192000		0.193000
b2250		-0.141000	-0.045000		1.181000	0.922000	0.505000	0.374000	0.290000	0.124000
b2250		0.149000	0.071000		0.356000	0.624000	0.511000	0.710000	0.235000	0.290000
wcaJ	0.143000	0.304000	-0.012000						0.291000	0.453000
wcaJ	0.403000	0.122000	0.236000						0.161000	0.174000
yohK	0.194000	0.189000	-0.074000	-0.076000			0.111000	-0.041000	-0.103000	0.013000
yohK	0.292000	0.120000	0.051000	0.242000			0.203000	0.044000	0.004000	0.016000
wcaA	0.256000			-0.155000						
wcaA	0.297000			0.166000						
yeiG	0.261000	0.286000	0.087000	0.127000	0.114000	0.303000	0.161000	0.166000	-0.030000	0.207000
yeiG	0.178000	0.338000	0.142000	0.230000	0.245000	0.305000	0.176000	0.243000	0.161000	0.228000
vsr	-1.060000			-0.437000				0.083000		
vsr	-0.230000			-0.362000				-0.266000		
yfaO			-0.192000	-0.042000				1.094000		0.153000
yfaO			0.080000	0.135000				0.637000		0.475000
b1972	0.044000	-0.182000	0.067000	-0.006000				0.317000		
b1972	0.203000	0.134000	0.013000	0.053000				0.058000		
yfbB	-0.221000	0.041000		-0.027000	0.226000		0.252000		0.072000	-0.036000
yfbB	0.014000	0.114000		0.073000	0.180000		0.053000		0.153000	0.055000
b2060				0.177000						
b2060				0.218000						
cirA	-1.038000	-1.272000		-0.924000					-0.702000	-1.727000
cirA	-1.066000	-0.543000		-0.637000					-0.765000	-0.913000
b2072	0.373000	0.249000	0.018000	0.113000	0.089000		0.270000	0.218000	0.001000	-0.036000
b2072	0.247000	0.165000	0.293000	0.372000	0.163000		0.167000	0.255000	0.106000	0.016000
fruA			-0.140000	-0.274000	0.048000	0.033000	0.068000	-0.014000	-0.009000	0.176000
fruA			-0.199000	-0.170000	-0.249000	-0.129000	-0.051000	-0.190000	-0.073000	-0.028000
dcm			-0.088000	-0.015000	-0.224000	-0.273000	0.175000	0.117000	-0.122000	-0.249000
dcm			0.139000	0.173000	-0.041000	-0.204000	0.056000	0.189000	-0.082000	-0.151000
ais	-0.087000		-0.289000	-0.143000	0.003000			0.069000	-0.140000	-0.454000
ais	-0.482000		-0.203000	0.021000	0.153000			-0.186000	-0.096000	-0.337000
b1973	-0.093000	-1.032000	-0.164000	-0.021000		-0.051000		0.418000		-0.337000
b1973	-0.214000	-0.304000	0.048000	0.129000		-0.021000		0.180000		-0.235000
menD	0.366000	0.374000	0.067000	0.070000	0.141000	0.146000	0.105000	0.189000	0.221000	0.137000
menD	0.314000	0.292000	0.148000	0.260000	0.082000	0.178000	0.143000	0.221000	0.127000	0.246000
wzb	0.295000	0.162000	0.047000					0.076000	0.266000	-0.221000
wzb	-0.099000	0.290000	0.135000					0.530000	-0.091000	-0.142000
lysP	-0.407000	0.040000	-0.351000	-0.326000				-0.479000	-0.328000	-0.336000
lysP	-0.505000	-0.504000	-0.292000	-0.480000				-0.657000	-0.258000	-0.264000
b2073	-0.183000		-0.203000	-0.222000	-0.168000	-0.044000	-0.105000	-0.039000	-0.035000	-0.137000
b2073	0.155000		-0.249000	-0.153000	-0.090000	-0.071000	-0.067000	-0.103000	0.013000	-0.100000
fruK	0.444000	0.337000			0.235000	0.099000	0.125000	0.091000	0.114000	0.341000
fruK	0.433000	0.642000			0.204000	0.178000	0.295000	0.250000	0.253000	0.262000
yedJ	-0.820000	-0.649000	-0.317000	-0.318000		0.685000		-0.542000		
yedJ	-0.084000	0.168000	-0.044000	-0.049000		-0.363000		-0.150000		
b2253	-0.489000	-0.717000	-0.304000	-0.320000		0.547000	-0.043000	-0.029000	-0.117000	-0.014000
b2253	-0.064000	-0.130000	-0.183000	-0.209000		-0.064000	-0.047000	-0.169000	-0.070000	-0.089000
yodB	-0.092000		0.123000	0.050000						
yodB	0.232000		0.251000	0.124000						
menF	-0.191000	-0.078000	-0.243000	-0.123000		0.364000	-0.099000	-0.063000	-0.086000	0.151000
menF	0.129000	0.202000	0.091000	0.041000		0.282000	0.014000	0.077000	0.320000	0.163000
wza	-1.021000		-0.091000	-0.162000				0.821000		
wza	-0.390000		-0.092000	0.004000				0.245000		
yeiE	-0.244000	-0.431000	0.008000	0.012000			0.257000		-0.121000	0.115000
yeiE	0.309000	0.269000	0.135000	0.217000			0.092000		0.129000	0.033000
b2074	0.405000	0.626000	0.303000	0.241000			0.599000			
b2074	0.830000	0.623000	0.162000	0.504000			0.326000			
fruB	0.321000	0.640000	0.157000	0.149000		0.285000		0.420000	0.330000	
fruB	0.417000	0.567000	0.204000	0.325000		0.161000		0.303000	0.438000	
b1963	-0.101000	-0.111000	-0.378000	-0.361000	-0.360000	-0.403000		-0.303000	-0.369000	-0.958000
b1963	-0.143000	-0.044000	-0.144000	-0.093000	-0.093000	-0.160000		-0.257000	-0.348000	-0.499000
b2254	0.129000	-0.011000	-0.089000	-0.104000			0.013000	-0.025000	0.089000	-0.065000
b2254	0.163000	0.216000	0.033000	0.203000			-0.021000	-0.047000	0.085000	-0.048000
b1976	0.247000	-0.026000	0.211000	0.151000	0.223000	0.220000	0.035000	0.075000	0.412000	
b1976	0.248000	0.275000	0.233000	0.352000	0.228000	0.249000	0.154000	0.193000	0.419000	
elaB	0.242000	0.273000	-0.035000	-0.057000	-0.028000	0.046000	0.126000	0.140000	0.157000	0.178000
elaB	0.241000	0.328000	0.120000	0.123000	0.011000	0.105000	0.157000	0.180000	0.201000	0.266000
yegH	0.208000	0.082000	0.066000	0.086000	0.554000	0.154000	-0.042000	0.258000	0.056000	-0.197000
yegH	0.083000	-0.189000	0.185000	0.178000	0.280000	0.821000	0.064000	0.225000	0.032000	-0.033000
yeiH	0.037000	0.183000	-0.146000	-0.172000				-0.277000	-0.218000	-0.786000
yeiH	-0.069000	-0.254000	0.121000	-0.012000				-0.067000	-0.419000	-0.715000
yegN	0.829000	0.092000				-0.031000	0.388000	0.391000	0.262000	0.301000
yegN	0.704000	0.311000				0.436000	0.795000	0.458000	0.394000	0.788000
yeiO	0.032000	-0.048000	0.089000	0.138000		-0.369000	-0.163000	-0.390000	-0.439000	-0.377000
yeiO	0.106000	0.012000	0.005000	0.212000		-0.325000	-0.528000	-0.410000	-0.495000	-0.636000
b1964	-1.240000			-0.250000						
b1964	-0.153000			-0.074000						
b2255	-0.458000							-0.117000	-0.221000	-0.081000
b2255	0.051000							0.047000	0.060000	0.118000
b1978			-0.374000	-0.209000						
b1978			-0.023000	-0.041000						
elaA		-0.250000	-0.174000	-0.073000	0.333000	0.202000	0.074000	-0.049000	0.016000	-0.120000
elaA		0.336000	0.120000	0.117000	0.272000	0.210000	-0.008000	0.037000	0.012000	0.078000
asmA	-0.663000	-0.386000	-0.092000	-0.069000	-0.177000	0.718000	0.051000	0.047000	-0.225000	-0.195000
asmA	0.145000	0.072000	0.211000	0.147000	-0.004000	-0.359000	0.068000	0.004000	-0.039000	-0.068000
nfo	0.013000	-0.448000	-0.093000	-0.035000			0.306000	0.174000		
nfo	0.375000	0.513000	0.067000	0.213000			0.232000	0.273000		
yegO		0.041000	0.012000	-0.075000	0.109000	0.125000	0.231000		0.212000	0.041000
yegO		0.142000	0.039000	0.177000	0.038000	-0.022000	0.157000		0.012000	0.065000
yeiP	0.066000	0.208000	0.067000	-0.054000				0.289000	0.042000	
yeiP	0.307000	0.463000	0.239000	0.170000				0.802000	0.267000	
b1965	0.113000	-0.600000	-0.147000	-0.140000			0.054000	-0.050000	-0.026000	-0.275000
b1965	0.029000	-0.159000	-0.022000	0.171000			0.311000	0.064000	-0.138000	0.045000
b2256	0.211000	-0.539000	-0.123000	-0.027000					0.283000	0.140000
b2256	0.192000	0.152000	0.041000	0.198000					0.198000	0.201000
b1979	0.247000	-0.351000	-0.022000	-0.045000	0.044000			-0.076000	-0.297000	-0.136000
b1979	0.272000	0.258000	0.112000	0.061000	0.226000			-0.058000	0.120000	0.132000
elaC	0.207000	0.279000	-0.029000	-0.036000	-0.035000	0.105000	0.208000	0.145000		0.185000
elaC	0.180000	0.241000	0.159000	0.120000	-0.063000	0.061000	0.178000	0.143000		0.221000
dcd	0.214000	0.323000	-0.168000	-0.177000	-0.033000	-0.335000	-0.070000	-0.061000	0.004000	-0.149000
dcd	0.051000	0.271000	-0.051000	0.038000	-0.065000	-0.117000	-0.018000	-0.022000	0.048000	-0.173000
yeiI	0.292000	0.215000	0.050000	0.026000		-0.188000	-0.015000	-0.108000	0.058000	0.067000
yeiI	0.438000	0.229000	0.204000	0.311000		0.252000	0.143000	0.086000	0.194000	0.076000
yegB	0.937000	0.142000	-0.071000	0.226000	0.090000	0.630000	0.449000			0.370000
yegB	0.595000	0.195000	0.226000	0.438000	0.485000	0.679000	0.468000			0.448000
yeiQ	0.212000	-0.179000	-0.010000	0.099000						0.049000
yeiQ	0.118000	0.011000	0.044000	0.147000						-0.263000
b1966	-0.747000		-0.130000	-0.124000						
b1966	0.294000		0.045000	0.027000						
b2257	-0.794000		-0.225000	0.132000			0.277000	0.229000	-0.293000	
b2257	0.059000		0.067000	0.150000			0.273000	0.041000	-0.021000	
b1980				-0.426000						
b1980				-0.095000						
elaD	-0.061000	-0.016000	-0.235000	-0.169000						
elaD	0.217000	0.242000	0.022000	0.171000						
udk	-0.464000	-0.168000	-0.287000	-0.233000	-0.581000	-0.687000	-0.137000	-0.141000	-0.281000	-0.257000
udk	-0.005000	0.068000	-0.044000	-0.027000	-0.389000	-0.601000	0.020000	-0.064000	-0.137000	-0.197000
yeiJ	-0.631000	-0.319000	-0.387000	-0.470000			-0.026000	-0.186000		
yeiJ	0.151000	-0.064000	-0.289000	-0.218000			-0.185000	-0.266000		
baeS	-0.001000	0.046000	-0.096000	-0.002000	-0.158000	-0.055000	0.191000	0.167000	-0.034000	-0.034000
baeS	0.065000	0.061000	0.037000	0.140000	-0.162000	-0.132000	0.257000	0.183000	-0.119000	-0.030000
yeiR	0.108000	0.279000	-0.116000	-0.275000	-0.237000	0.896000		-0.005000	0.013000	-0.203000
yeiR	0.333000	0.378000	-0.002000	-0.004000	0.015000	0.183000		-0.207000	0.159000	0.065000
yedU			0.028000	0.032000	0.270000	0.279000		0.173000	0.194000	0.187000
yedU			0.228000	0.267000	0.451000	0.397000		0.310000	0.219000	0.199000
b2258	-0.622000	-0.504000	-0.082000	-0.058000			0.329000		0.060000	0.019000
b2258	0.243000	0.029000	0.037000	0.171000			0.735000		0.032000	-0.120000
shiA	0.051000	-0.450000	-0.093000	-0.041000	0.102000	0.021000	-0.124000	-0.076000	-0.148000	-0.079000
shiA	-0.040000	-0.021000	0.020000	0.136000	0.179000	0.102000	-0.035000	-0.123000	0.007000	0.132000
yfbK	0.190000	0.102000	-0.020000	-0.021000	0.198000	1.068000	0.157000	0.231000	-0.031000	0.142000
yfbK	0.243000	0.168000	0.210000	0.173000	0.099000	0.245000	0.121000	0.119000	0.037000	0.126000
yegE	0.148000	0.188000	0.121000	0.181000	-0.010000	-0.205000	0.024000	0.073000	-0.013000	-0.084000
yegE	0.161000	0.088000	0.167000	0.385000	-0.060000	0.047000	-0.097000	-0.007000	-0.001000	-0.055000
yeiK		0.196000	-0.011000	-0.007000						0.216000
yeiK		0.138000	0.039000	0.218000						0.385000
baeR	0.381000	0.243000	-0.048000	-0.004000		-0.041000	-0.050000	0.013000	0.196000	0.110000
baeR	0.329000	-0.022000	0.127000	0.315000		0.076000	0.085000	0.003000	0.249000	0.303000
b2174	-0.111000	-0.271000	-0.311000	-0.166000	-0.232000	-0.163000		-0.072000	-0.226000	-0.098000
b2174	-0.117000	-0.094000	-0.119000	-0.035000	-0.233000	-0.056000		-0.148000	-0.356000	-0.227000
yedV		-1.400000	-0.103000	-0.171000				0.514000	-0.154000	0.045000
yedV		-0.443000	0.139000	0.102000				0.352000	0.876000	0.490000
pmrD	-0.417000	-0.452000	-0.115000	-0.175000	0.338000		-0.128000	-0.151000	-0.200000	-0.414000
pmrD	0.083000	0.012000	-0.054000	-0.051000	-0.295000		-0.079000	-0.059000	-0.013000	0.007000
amn	0.166000	0.118000	0.055000	-0.051000			0.132000	0.140000	0.060000	
amn	0.246000	0.357000	0.061000	0.106000			0.163000	0.012000	0.012000	
yfbL				-0.136000						
yfbL				-0.163000						
alkA	-0.217000		0.044000	0.023000	0.065000		0.240000	0.105000	-0.233000	
alkA	0.139000		0.100000	0.138000	0.050000		0.155000	0.119000	0.043000	
yeiL	-0.635000		-0.407000						-0.688000	0.395000
yeiL	-0.117000		-0.188000						0.062000	-0.019000
b2080	0.164000	0.183000	-0.029000	-0.077000		0.315000	0.262000	0.255000	0.409000	0.270000
b2080	0.319000	0.313000	0.049000	0.194000		0.703000	0.309000	0.325000	0.275000	0.328000
spr	0.075000	0.145000	-0.049000	-0.080000	-0.046000	0.004000	0.164000	0.115000	0.084000	0.155000
spr	0.120000	0.228000	0.144000	0.017000	-0.105000	0.017000	0.146000	0.122000	0.163000	0.228000
yedW	-0.074000	-0.294000	0.327000	0.363000	0.149000	0.169000	0.583000	0.502000	0.474000	0.356000
yedW	-0.082000	0.055000	0.540000	0.571000	0.392000	0.249000	0.660000	0.622000	0.452000	0.455000
menE	-0.086000	-0.014000	0.058000				0.045000	-0.048000	-0.003000	0.125000
menE	0.156000	0.075000	0.115000				-0.040000	-0.071000	0.084000	0.034000
b1983	-0.305000	-0.175000	-0.131000	-0.124000	-0.226000		0.130000	0.093000	0.007000	0.004000
b1983	-0.475000	-0.349000	-0.064000	0.130000	-0.216000		0.104000	-0.024000	0.035000	0.025000
yfbM	-0.026000		0.006000	-0.137000			0.374000	0.214000	0.055000	0.012000
yfbM	-0.082000		0.073000	0.049000			0.089000	0.197000	0.047000	0.053000
yegD	0.192000	0.142000	-0.138000					0.030000	-0.149000	-0.065000
yegD	0.408000	-0.012000	0.066000					0.653000	-0.064000	-0.251000
yeiM	0.171000	0.075000	0.112000	0.151000	-0.094000	-0.100000		0.078000	0.029000	0.005000
yeiM	0.306000	0.249000	0.287000	0.395000	0.045000	-0.120000		0.024000	-0.075000	0.022000
yegQ	-0.060000	-0.080000	-0.287000	-0.297000	-0.093000	-0.396000	-0.232000		-0.180000	-0.342000
yegQ	-0.055000	-0.161000	-0.401000	-0.252000	-0.267000	-0.371000	-0.379000		-0.400000	-0.440000
rtn	-0.186000	-0.284000	-0.143000	-0.120000		-0.278000		-0.045000		-0.202000
rtn	-0.049000	-0.107000	-0.105000	0.043000		0.029000		-0.157000		-0.230000
b1970		-0.512000	-0.112000	-0.041000						
b1970		0.123000	0.003000	0.140000						
menC		-0.867000	-0.094000	-0.342000				-0.213000	-0.386000	-0.137000
menC		0.038000	-0.280000	-0.218000				-0.156000	0.011000	-0.027000
yeeO			0.055000	-0.003000						
yeeO			0.142000	0.101000						
yfbN	-0.863000			0.181000						
yfbN	-0.101000			0.213000						
b2070	-0.851000		-0.444000	-0.150000				0.043000		
b2070	-0.512000		-0.005000	0.072000				0.346000		
yeiN	-0.942000	-0.642000	-0.383000	-0.226000						
yeiN	-0.282000	-0.131000	-0.009000	0.070000						
ogrK	0.253000	0.039000	-0.012000	-0.206000				0.383000		
ogrK	0.388000	0.191000	0.055000	0.089000				0.335000		
yejA	-0.008000	-0.020000	0.080000	-0.078000	1.004000	1.006000	0.158000	0.105000	0.098000	
yejA	0.190000	0.277000	0.116000	0.052000	0.235000	0.302000	0.042000	0.052000	0.236000	
b1971	0.144000	-0.441000	0.112000	0.098000	0.083000		0.274000	0.124000		
b1971	0.241000	0.239000	0.326000	0.401000	0.704000		0.237000	0.241000		
menB	0.207000	0.262000	-0.207000	-0.160000	0.126000	-0.118000	-0.018000	-0.136000	0.163000	-0.019000
menB	0.272000	0.310000	0.017000	0.079000	0.350000	0.161000	-0.047000	-0.126000	0.151000	0.059000
cbl	-0.125000	-0.104000		-0.385000	-0.411000	-0.613000	0.039000	-0.253000	-0.166000	-0.280000
cbl	-0.417000	-0.269000		-0.181000	0.143000	-0.510000	-0.236000	-0.200000	-0.222000	-0.141000
b2274	0.443000	0.094000	0.100000	0.019000	-0.143000	-0.309000	0.199000	0.241000	0.004000	0.097000
b2274	0.382000	0.186000	0.228000	0.242000	-0.066000	-0.136000	0.165000	0.243000	0.058000	0.135000
b2071	-0.309000	-0.391000	0.009000	0.019000		-0.072000	-0.036000	0.075000	-0.037000	-0.217000
b2071	-0.421000	-0.506000	0.101000	0.215000		0.120000	-0.061000	0.095000	-0.117000	-0.068000
yeiC	-0.030000	0.280000	0.062000	-0.032000				-0.288000	-0.342000	-0.038000
yeiC	0.315000	0.247000	0.120000	0.312000				-0.675000	-0.400000	-0.040000
b2083			-0.140000			-0.165000		0.300000	-0.044000	0.110000
b2083			-0.074000			-0.169000		-0.023000	0.117000	-0.169000
yejB	-1.031000		0.059000	0.030000		-0.051000	-0.187000	0.093000	0.005000	
yejB	-0.516000		0.233000	0.340000		0.147000	0.287000	0.106000	0.108000	
nac			-0.332000	-0.278000				-0.732000		
nac			-0.153000	-0.150000				-0.373000		
b2275			0.240000	-0.494000						
b2275			-0.064000	-0.073000						
b2001		-0.384000	0.274000	0.035000						
b2001		0.302000	0.064000	0.159000						
nuoB	-0.476000	-0.180000		-0.456000	-0.004000	0.042000	-0.282000		-0.169000	-0.237000
nuoB	-0.183000	-0.035000		-0.308000	-0.005000	0.011000	-0.348000		-0.075000	-0.082000
b2084			0.086000	0.126000						
b2084			0.101000	0.117000						
yejE	-0.370000	-0.227000	-0.016000	-0.127000			-0.036000		-0.213000	-0.176000
yejE	0.100000	0.037000	-0.066000	0.058000			0.005000		-0.120000	
gatY					0.426000	0.415000	0.343000			
gatY					0.465000	0.440000	0.370000			
trs5_8	-0.230000	-0.176000	-0.326000	-0.361000	-0.294000	-0.202000	-0.120000	-0.266000	-0.114000	-0.134000
trs5_8	-0.254000	-0.110000	-0.220000	-0.205000	-0.160000	-0.182000	-0.175000	-0.092000	-0.023000	-0.028000
erfK	0.307000	-0.241000	0.074000	0.066000	0.198000	0.169000	0.094000	0.148000	0.032000	0.024000
erfK	0.280000	0.283000	0.188000	0.285000	0.365000	0.312000	0.181000	0.175000	0.151000	0.134000
nuoN	-0.020000	0.250000			-0.305000	-0.408000	-0.096000	-0.217000	0.015000	-0.086000
nuoN	0.117000	0.194000			-0.165000	-0.536000	-0.183000	-0.236000	0.011000	-0.224000
yeeS	0.128000	-0.043000	0.131000	0.204000	-0.115000	-0.082000	0.208000	0.046000	0.110000	0.141000
yeeS	0.148000	0.084000	0.341000	0.329000	-0.194000	-0.025000	0.296000	0.178000	0.152000	0.152000
nuoA	-0.207000	-0.190000	-0.280000	-0.305000		-0.019000	-0.226000	-0.245000	-0.048000	0.007000
nuoA	-0.205000	-0.094000	-0.092000	-0.152000		-0.064000	-0.217000	-0.212000	-0.109000	0.007000
b2085	0.157000	0.049000				-0.384000	0.251000	0.090000	0.033000	-0.112000
b2085	0.410000	0.019000				-0.238000	0.166000	0.171000	-0.028000	-0.138000
yejF	0.087000	0.191000	0.019000	0.020000			-0.170000	-0.028000	-0.041000	0.007000
yejF	0.066000	0.156000	0.116000	0.325000			-0.011000	-0.061000	-0.078000	0.079000
b2097	0.442000	0.313000	0.185000	0.261000		0.552000	0.304000	0.186000	0.511000	0.423000
b2097	0.403000	0.502000	0.266000	0.440000		0.547000	0.328000	0.304000	0.448000	0.522000
narP	0.318000	0.230000	0.090000	0.134000	0.344000	0.275000	0.138000	0.187000		0.344000
narP	0.363000	0.342000	0.291000	0.454000	0.132000	0.168000	0.181000	0.212000		0.350000
cobT		-0.624000	-0.144000	-0.160000		0.032000	0.094000	-0.029000		-0.255000
cobT		0.250000	-0.023000	-0.025000		0.043000	0.084000	-0.126000		0.031000
nuoM	-0.133000	-0.164000	-0.069000		0.009000	-0.025000			-0.327000	-0.238000
nuoM	-0.082000	-0.035000	-0.003000		0.129000	0.079000			-0.129000	-0.208000
yeeT	-1.086000			-0.074000			-0.519000	-0.341000		
yeeT	-0.711000			0.184000			-0.398000	-0.266000		
lrhA		0.400000	-0.205000	-0.111000	1.291000			-0.008000	-0.057000	0.080000
lrhA		0.571000	0.113000	-0.031000	0.226000			0.108000	0.211000	0.197000
b2086	-0.497000	-0.196000	-0.122000	-0.102000		-0.383000	0.144000	0.063000	-0.170000	
b2086	0.219000	0.240000	0.050000	0.106000		-0.527000	0.052000	0.033000	0.107000	
yejG	-1.015000	-1.004000				-1.240000		-0.869000	-0.754000	-1.384000
yejG	-1.052000	-0.541000				-1.357000		-0.722000	-0.618000	-0.799000
yegT	0.257000	0.132000	0.481000	0.437000	0.525000		0.252000	0.411000	0.332000	0.223000
yegT	0.432000	0.498000	0.334000	0.507000	0.269000		0.351000	0.253000	0.192000	0.353000
ccmH	-0.154000	-0.089000	-0.168000	-0.273000	-0.076000	-0.114000	-0.092000	-0.118000	-0.085000	-0.017000
ccmH	-0.189000	0.071000	-0.076000	-0.146000	-0.072000	-0.083000	-0.148000	-0.099000	-0.077000	0.057000
cobS	-0.170000	-0.227000	-0.032000	-0.058000	0.032000	-0.051000	0.140000	0.111000	-0.052000	0.011000
cobS	-0.087000	-0.106000	0.055000	0.147000	0.025000	0.083000	0.142000	0.085000	-0.006000	-0.006000
nuoL	-0.118000	0.055000		-0.433000	-0.029000	-0.258000	-0.379000	-0.363000	-0.184000	-0.243000
nuoL	-0.140000	0.023000		-0.186000	-0.133000	-0.061000	-0.400000	-0.417000	-0.230000	-0.222000
