#NAMES	IB1	IB2	IB3	IB4	IB5	IB6	IB7	IB8	IB9	IB10
b1624		0.210000	-0.084000	-0.107000				-0.164000		
uvrY	-0.051000	-0.205000	-0.253000				0.004000	-0.009000	-0.145000	0.060000
uvrY	0.218000	0.210000	-0.102000				-0.032000	0.072000	0.142000	0.135000
pdxY	-0.194000	-0.358000	-0.360000	-0.424000		-0.393000				
pdxY	-0.202000	0.009000	-0.157000	-0.150000		0.169000				
fliT	-0.097000	0.131000	0.012000	0.148000						
fliT	0.063000	0.148000	0.146000	-0.083000						
b1721	-0.698000		-0.511000	-0.273000	-0.073000					
b1721	0.104000		-0.186000	-0.147000	-0.323000					
yoaE		-0.517000	-0.181000	-0.270000	-0.146000			0.129000		-0.355000
yoaE		0.227000	0.044000	0.031000	0.807000			0.064000		0.320000
ydjC		-0.030000	-0.130000	-0.182000				0.678000	0.138000	
ydjC		0.356000	0.078000	0.076000				0.021000	0.104000	
b1828	0.070000	-0.046000	0.045000	-0.172000		0.382000	0.145000	0.200000		0.034000
b1828	0.158000	0.174000	-0.030000	0.088000		0.998000	0.153000	0.079000		0.509000
b1625	0.191000		-0.120000	-0.051000		-0.157000		-0.065000	0.232000	0.016000
b1625	0.168000		0.084000	0.153000		0.062000		0.047000	0.155000	0.317000
yecF	-0.037000	0.127000	-0.303000	-0.372000	-0.384000	-0.597000	-0.191000	-0.145000	-0.375000	-0.528000
yecF	-0.145000	0.066000	-0.066000	-0.075000	-0.107000	-0.237000	-0.280000	-0.335000	-0.373000	-0.469000
tyrS	-0.008000	-0.068000	-0.369000	-0.292000	-0.115000	-0.041000	-0.120000	-0.224000	-0.106000	-0.180000
tyrS	-0.034000	0.045000	-0.084000	-0.087000	-0.027000	0.026000	-0.233000	-0.215000	-0.176000	-0.125000
amyA	0.086000	0.180000	0.001000	-0.131000	0.287000	1.029000	0.119000	-0.002000	0.075000	0.153000
amyA	0.070000	0.223000	-0.053000	0.079000	-0.049000	0.146000	0.114000	0.061000	0.202000	0.238000
b1722	0.009000	0.081000			0.150000	0.153000	0.039000	0.078000	0.104000	0.046000
b1722	0.005000	0.002000			0.170000	0.155000	0.005000	0.052000	0.062000	0.106000
manX	0.628000	0.602000	0.299000	0.414000		0.337000	0.397000	0.336000	0.606000	0.706000
manX	0.589000	0.653000	0.519000	0.659000		0.385000	0.520000	0.443000	0.677000	0.672000
celF	0.184000	-0.109000	-0.087000	-0.144000		0.545000		0.423000	0.249000	-0.087000
celF	0.146000	0.129000	0.181000	0.239000		0.299000		0.002000	0.107000	0.019000
htpX	0.520000	0.552000	0.218000		0.647000	1.239000	0.375000	0.286000	0.346000	0.368000
htpX	0.611000	0.761000	0.341000		0.608000	0.699000	0.159000	0.366000	0.436000	0.528000
b1626		-0.096000	-0.146000	-0.110000		-0.087000	-0.501000	-0.223000		
b1626		-0.206000	-0.005000	-0.080000		-0.299000	-0.042000	-0.258000		
sdiA		-0.620000	-0.408000		-0.007000	0.426000	-0.150000	-0.107000	-0.485000	-0.467000
sdiA		-0.039000	-0.068000		0.047000	0.749000	-0.072000	-0.028000	-0.121000	-0.260000
pdxH	-0.005000	0.095000	-0.055000	-0.142000	-0.164000	0.019000			-0.376000	-0.349000
pdxH	0.042000	0.216000	-0.032000	0.088000	-0.116000	-0.064000			-0.320000	-0.272000
yedD	0.232000	0.116000		-0.093000	0.099000	0.075000	0.016000		0.099000	0.028000
yedD	0.028000	0.127000		-0.047000	-0.063000	0.066000	0.016000		0.251000	0.179000
pfkB	0.091000			-0.265000		-0.036000	-0.021000	-0.096000	-0.333000	-0.383000
pfkB	0.414000			-0.011000		-0.414000	0.062000	-0.034000	-0.145000	-0.215000
manY		0.070000	0.226000	0.095000	0.426000	0.485000	0.432000	0.433000	0.465000	0.558000
manY		0.412000	0.457000	0.396000	0.312000	0.303000	0.343000	0.440000	0.466000	0.588000
celD	-0.513000	-0.540000	-0.057000	-0.089000			0.226000	0.007000	-0.248000	-0.030000
celD	0.215000	0.155000	0.055000	0.197000			-0.179000	-0.129000	-0.184000	-0.083000
prc	-0.313000	-0.184000	-0.269000	-0.444000	-0.214000	-0.306000	-0.307000	-0.413000	-0.423000	-0.274000
prc	-0.168000	-0.057000	-0.181000	-0.284000	-0.295000	-0.179000	-0.360000	-0.328000	-0.208000	-0.166000
b1627	-0.128000	-0.718000	-0.301000	-0.371000	-0.159000	-0.103000	-0.288000	-0.324000	-0.102000	-0.091000
b1627	-0.183000	-0.154000	-0.192000	-0.090000	-0.068000	-0.020000	-0.173000	-0.322000	-0.133000	-0.102000
yecC	-0.219000	0.173000	-0.234000	-0.206000	0.020000	-0.120000	0.013000	0.021000	0.153000	-0.042000
yecC	-0.053000	0.005000	-0.042000	0.050000	0.003000	-0.011000	-0.051000	-0.016000	0.109000	-0.100000
ydhA	0.177000	0.103000	-0.274000		-0.115000			-0.016000	-0.070000	-0.296000
ydhA	0.139000	0.320000	0.056000		-0.132000			-0.066000	-0.084000	-0.129000
yedE	0.041000	0.029000	0.043000	-0.105000	-0.100000	-0.094000	0.082000	0.077000	-0.122000	-0.051000
yedE	0.052000	0.142000	0.141000	0.048000	-0.149000	-0.124000	0.148000	0.129000	-0.060000	0.010000
b1724	0.167000	0.228000	-0.040000	-0.012000		-0.102000	0.058000	0.062000	0.218000	0.257000
b1724	0.175000	0.286000	0.224000	0.301000		-0.011000	0.092000	0.032000	0.220000	0.267000
manZ	0.565000	0.539000	0.150000			0.464000	0.424000	0.387000	0.474000	0.472000
manZ	0.554000	0.585000	0.439000			0.535000	0.479000	0.412000	0.534000	0.522000
celC	0.264000	0.068000	-0.012000		-0.119000	-0.138000	0.139000	0.015000	0.014000	0.065000
celC	0.237000	0.256000	0.256000		0.062000	-0.080000	0.103000	0.122000	0.057000	0.015000
yebJ	-0.126000	-0.038000	-0.255000	-0.291000	-0.176000	-0.123000	-0.139000	-0.142000	0.002000	-0.133000
yebJ	-0.087000	0.082000	-0.120000	-0.002000	-0.182000	-0.097000	-0.227000	-0.270000	-0.072000	-0.023000
b1628	-0.735000	-0.247000	-0.505000	-0.567000		-0.575000	-0.629000	-0.440000	-0.551000	-0.521000
b1628	-0.190000	-0.061000	-0.212000	-0.230000		-0.520000	-0.251000	-0.387000	-0.201000	-0.275000
yecS	-0.453000	-0.492000	-0.211000	-0.348000		0.024000	-0.173000	-0.087000	-0.197000	-0.132000
yecS	-0.027000	0.157000	-0.092000	-0.050000		-0.026000	-0.099000	-0.040000	-0.048000	-0.148000
b1640	0.114000	-0.045000	0.026000	-0.114000	-0.052000	0.039000	0.271000	0.145000		-0.037000
b1640	0.139000	0.011000	0.074000	0.125000	-0.080000	-0.118000	0.276000	0.017000		0.078000
yedF	-0.066000	0.040000	-0.210000	-0.102000	0.010000	-0.155000			-0.024000	
yedF	0.162000	0.131000	0.107000	0.200000	0.441000	0.092000			0.216000	
b1725	-0.010000		-0.125000	-0.074000		0.611000	0.261000	0.089000	0.419000	
b1725	0.269000		0.076000	0.229000		0.222000	0.165000	0.160000	0.383000	
b1820	-0.448000	-0.180000		-0.092000				-0.020000	0.163000	
b1820	0.392000	0.287000		0.087000				0.071000	0.283000	
celB	-0.385000	-0.205000	-0.022000	-0.105000	0.301000			0.044000	-0.183000	0.061000
celB	0.140000	0.057000	0.120000	0.137000	0.008000			-0.094000	-0.208000	-0.151000
b1832	-0.212000	-0.059000	-0.294000	-0.234000	-0.099000	-0.019000	0.039000	-0.156000	0.029000	0.181000
b1832	-0.164000	-0.012000	-0.062000	-0.092000	-0.102000	-0.030000	-0.108000	-0.092000	0.085000	0.210000
b1629	-0.399000	-0.571000	-0.430000	-0.376000		-0.841000	-0.281000	-0.294000	-0.169000	-0.314000
b1629	-0.083000	-0.142000	-0.195000	-0.135000		-0.421000	-0.243000	-0.342000	-0.232000	-0.200000
yedO	0.071000	-0.104000	-0.239000	-0.239000	-0.198000	-0.071000	-0.073000	-0.055000	0.039000	-0.031000
yedO	0.031000	0.182000	-0.024000	-0.072000	0.140000	-0.018000	-0.098000	-0.106000	0.086000	0.069000
slyB	0.380000	0.375000	-0.030000		0.179000	0.261000	0.330000	0.329000	0.212000	0.181000
slyB	0.402000	0.496000	0.201000		0.279000	0.295000	0.292000	0.253000	0.169000	0.266000
yedK	0.181000	0.135000	0.115000	-0.041000	-0.074000	0.001000	0.161000	0.147000	0.024000	0.020000
yedK	0.313000	0.279000	0.201000	0.220000	-0.078000	-0.095000	0.107000	0.105000	0.054000	0.046000
b1726	0.188000	0.178000	0.032000	0.049000	-0.108000	0.006000	0.039000	0.090000	0.187000	0.129000
b1726	0.240000	0.044000	0.212000	0.328000	0.176000	0.189000	0.108000	0.136000	0.179000	0.184000
b1821	0.600000	0.292000	0.070000	0.054000			0.248000	0.009000	-0.397000	0.076000
b1821	0.515000	0.485000	0.321000	0.418000			0.025000	0.062000	-0.044000	-0.231000
celA	0.085000	0.021000	-0.031000	-0.034000		0.512000	-0.092000	0.081000	0.270000	0.218000
celA	0.214000	0.048000	-0.008000	0.293000		0.348000	-0.112000	0.100000	0.090000	0.515000
b1833	0.120000	-0.232000	0.052000	0.045000	0.157000	0.135000	-0.028000	-0.076000	-0.002000	-0.026000
b1833	0.135000	0.131000	0.160000	0.227000	0.130000	0.126000	-0.114000	-0.001000	-0.069000	0.108000
ydgO	-0.459000	-0.524000		-0.434000		-0.593000	-0.728000	-0.409000	-1.100000	
ydgO	-0.327000	-0.268000		-0.318000		-0.235000	-0.348000	-0.310000	-0.297000	
fliY	-0.299000	-0.397000	-0.376000	-0.507000	-0.275000	-0.251000	-0.306000	-0.182000	-0.343000	-0.200000
fliY	-0.081000	-0.026000	-0.219000	-0.122000	-0.182000	-0.279000	-0.196000	-0.203000	-0.132000	-0.190000
slyA	-0.140000	0.060000	-0.122000	-0.258000			-0.083000	-0.157000	-0.142000	-0.091000
slyA	0.076000	0.219000	-0.002000	-0.100000			-0.024000	0.014000	0.040000	-0.004000
yedL	0.230000	-0.072000		-0.239000	0.990000			0.241000		
yedL	-0.116000	-0.042000		0.029000	-0.051000			-0.079000		
yniC	-0.161000	-0.620000	-0.211000	-0.223000			0.198000	-0.035000	0.014000	
yniC	0.326000	0.304000	-0.064000	0.054000			0.082000	0.076000	0.067000	
yebH	-0.560000	-0.485000	-0.583000	-0.592000			-0.861000	-0.428000		-0.289000
yebH	-0.283000	-0.110000	-0.316000	-0.302000			-0.819000	-0.632000		-0.378000
osmE		0.218000	-0.009000	-0.107000			0.130000	0.102000	0.166000	
osmE		0.262000	0.030000	0.157000			0.074000	-0.014000	-0.054000	
b1834	0.236000	0.039000	0.049000	-0.153000	-0.022000	0.142000	0.261000	0.171000	-0.073000	0.010000
b1834	0.202000	0.082000	0.056000	0.066000	-0.096000	-0.042000	0.033000	0.103000	-0.102000	0.030000
b1631	-0.217000	-0.777000	-0.325000	-0.343000	-0.540000	-0.343000	-0.203000	-0.305000	-0.182000	-0.849000
b1631	-0.152000	-0.093000	-0.120000	-0.107000	-0.474000	-0.639000	-0.163000	-0.233000	-0.145000	-0.244000
fliZ	0.092000							-0.059000	0.228000	
fliZ	0.043000							-0.137000	0.025000	
b1643	0.299000	0.047000	0.094000	0.007000	0.252000	0.317000	0.104000	0.146000	0.171000	0.104000
b1643	0.292000	0.314000	0.266000	0.317000	0.305000	0.257000	0.149000	0.209000	-0.017000	0.109000
b1933			0.146000	-0.017000	0.471000		0.486000	0.135000	0.300000	0.056000
b1933			0.197000	0.295000	0.406000		0.278000	0.270000	0.127000	0.094000
b1728	0.236000	0.002000	-0.074000	-0.089000			-0.110000	-0.071000	0.078000	-0.143000
b1728	0.320000	-0.096000	-0.020000	0.168000			-0.041000	0.129000	-0.015000	0.127000
cspC	-0.181000	0.060000	-0.334000	-0.314000	0.015000	-0.089000	-0.218000	-0.242000	0.047000	-0.015000
cspC	-0.230000	-0.115000	-0.235000	-0.237000	-0.150000	-0.202000	-0.354000	-0.411000	-0.082000	-0.108000
nadE	0.091000	0.094000	-0.157000	-0.128000	0.055000	0.102000	-0.104000	-0.114000	0.164000	0.222000
nadE	0.144000	0.206000	0.015000	0.175000	0.147000	0.144000	0.003000	-0.025000	0.132000	0.164000
yebU	0.033000	-0.114000	0.038000	-0.027000			-0.262000	-0.160000	-0.456000	-0.425000
yebU	-0.018000	-0.119000	-0.020000	0.160000			-0.249000	-0.185000	-0.381000	-0.292000
ydgQ	-0.854000	-0.955000				-0.552000	-0.468000	-0.308000	-0.843000	
ydgQ	-0.520000	-0.235000				-0.146000	-0.319000	-0.241000	-0.328000	
fliA	-0.183000	-0.166000	-0.210000	-0.390000	0.099000	0.833000		-0.176000		
fliA	-0.145000	0.210000	-0.085000	-0.107000	-0.096000	-0.046000		0.057000		
b1644	-0.019000		-0.064000	-0.008000	0.091000	-0.005000	0.023000	-0.076000		-0.045000
b1644	0.024000		0.046000	0.128000	0.011000	-0.015000	0.063000	0.094000		0.123000
yedN				-0.141000						-1.313000
yedN				0.015000						-0.242000
b1729	-0.414000			-0.266000			-0.294000	-0.424000	-0.556000	
b1729	-0.202000			0.014000			-0.304000	-0.261000	-0.426000	
b1824	-0.284000	-0.316000			-0.167000	-0.149000	-0.507000	-0.411000	-0.259000	-0.064000
b1824	-0.297000	-0.082000			-0.033000	-0.038000	-0.434000	-0.427000	-0.163000	-0.127000
b1741	-0.071000	0.014000	0.019000	-0.104000		0.272000	0.019000	0.099000	0.051000	0.158000
b1741	0.278000	0.264000	-0.064000	0.042000		0.063000	-0.068000	-0.056000	0.064000	0.204000
b1836			-0.199000	-0.463000	-0.182000	-0.226000	-0.065000	-0.171000	0.361000	0.327000
b1836			-0.207000	-0.186000	-0.277000	-0.171000	-0.226000	-0.192000	0.309000	0.286000
nth	-0.535000	-0.929000	-0.200000	-0.159000		-0.160000	0.021000	-0.157000	-0.411000	-0.314000
nth	-0.066000	-0.125000		0.084000		-0.259000	-0.088000	-0.221000	-0.244000	-0.286000
fliC	0.165000	-0.050000	-0.403000	-0.367000	-0.050000	-0.003000	-0.196000	-0.228000	-0.041000	-0.045000
fliC	0.294000	0.020000	-0.253000	-0.165000	0.054000	0.038000	-0.095000	-0.206000	-0.028000	-0.106000
b1645	0.243000	0.005000	-0.270000	-0.259000	-0.039000	-0.075000	-0.098000	-0.179000	0.074000	-0.054000
b1645	0.189000	0.168000	-0.163000	-0.035000	-0.063000	-0.149000	-0.040000	-0.139000	-0.008000	-0.057000
yedM	0.230000		0.171000	0.015000	0.243000			0.513000	0.268000	0.167000
yedM	0.096000		0.249000	0.194000	0.184000			0.042000	0.103000	0.283000
b1730	0.254000	-0.162000	-0.095000	-0.174000		-0.267000	-0.095000		-0.277000	-0.854000
b1730	-0.032000	-0.097000	0.095000	0.150000		0.280000	-0.072000		-0.139000	-0.531000
b1825	0.007000		0.091000				0.251000		0.485000	0.442000
b1825	0.120000		0.202000				0.070000		0.550000	0.523000
b1742			-0.114000	-0.062000	0.004000	0.167000	0.036000	0.026000	-0.049000	-0.022000
b1742			0.144000	0.294000	0.184000	0.100000	-0.026000	-0.009000	-0.058000	-0.011000
b1837	-0.225000		-0.008000		0.158000	0.233000	-0.043000	-0.039000	0.045000	0.014000
b1837	0.162000		0.208000		0.133000	0.188000	0.085000	0.166000	0.011000	0.067000
fliO	-0.080000	-0.011000		-0.110000			0.151000	-0.091000	-0.053000	
fliO	-0.059000	-0.017000		0.066000			0.109000	0.111000	0.031000	
glpQ	-0.085000	0.104000		-0.012000					-0.093000	
glpQ	0.203000	0.151000		0.047000					0.015000	
cpsG	-0.359000	0.180000	-0.012000	-0.158000				0.066000		
cpsG	0.382000	0.268000	-0.006000	0.083000				0.221000		
cdd	0.237000	0.261000	0.051000	0.106000	0.722000	0.585000		0.527000		
cdd	0.233000	0.384000	0.098000	0.285000	0.541000	0.637000		0.384000		
b1936	-0.012000		0.180000	0.115000			0.106000		-0.853000	-0.443000
b1936	-0.233000		0.206000	0.282000			-0.243000		-0.287000	-0.270000
b2228	-0.268000	-0.274000	-0.047000	-0.008000	-0.052000		0.110000	0.117000	-0.276000	-0.382000
b2228	-0.056000	-0.264000	0.015000	0.070000	0.243000		-0.036000	-0.170000	-0.082000	-0.284000
fliP	-0.122000	-0.364000	-0.235000	-0.239000	-0.188000	-0.539000	-0.773000	-0.367000	-0.390000	
fliP	-0.216000	-0.262000	-0.066000	0.105000	-0.330000	-0.306000	-0.627000	-0.538000	-0.747000	
glpT	0.197000	-0.321000	0.049000	0.045000		0.269000	-0.194000	0.098000		0.162000
glpT	0.220000	-0.014000	0.175000	0.149000		0.238000	-0.057000	0.190000		0.055000
rfbX		-0.353000	-0.549000	-0.316000		-0.565000	-0.217000		-0.281000	-0.461000
rfbX		-0.931000	-0.272000	-0.232000		-0.664000	-0.142000		-0.382000	-0.378000
bglX	-0.242000	0.084000	-0.115000	-0.117000			-0.116000		-0.128000	-0.044000
bglX	0.230000	0.172000	0.075000	0.208000			-0.072000		0.038000	0.021000
cpsB	0.186000	-0.105000		-0.148000		-0.143000	0.084000	-0.134000	-0.221000	0.005000
cpsB	0.138000	-0.544000		0.073000		-0.242000	0.209000	0.335000	-0.160000	-0.064000
sanA	0.142000	0.047000	-0.070000	-0.077000	-0.371000		-0.160000	-0.049000		
sanA	0.144000	0.166000	0.034000	0.118000	0.320000		0.326000	0.102000		
fliE	-0.203000	-0.206000	0.079000		-0.144000	-0.051000		0.128000	0.092000	
fliE	-0.090000	-0.102000	0.077000		0.025000	-0.089000		0.176000	0.255000	
b2229	-0.160000	-0.415000	0.206000	-0.045000			0.065000	-0.152000		
b2229	0.384000	0.329000	0.157000	0.097000			0.299000	-0.025000		
fliQ	0.241000	0.037000	-0.157000	-0.080000						-0.154000
fliQ	0.216000	0.296000	0.035000	0.011000						0.146000
glpA	-0.457000			0.048000				-0.003000	-0.126000	
glpA	0.143000			0.199000				0.305000	0.020000	
rfbC	-1.004000	-1.318000		-0.676000		-0.377000	-0.233000	-0.415000	-0.235000	0.073000
rfbC	-0.719000	-0.449000		-0.368000		-0.555000	-0.261000	-0.254000	-0.005000	-0.044000
dld	1.789000		-0.036000	-0.088000	0.257000			-0.010000	0.101000	0.098000
dld	0.749000		0.064000	0.173000	0.227000			0.125000	0.173000	0.077000
wcaI	-0.759000	-0.134000	0.017000	-0.120000	0.226000		0.289000	-0.074000	-0.278000	
wcaI	0.063000	0.048000	0.026000	0.069000	0.273000		0.016000	0.056000	-0.120000	
b2145	0.014000	0.131000	0.043000	-0.073000	-0.236000	-0.099000	0.217000	0.172000	0.069000	-0.014000
b2145	0.112000	0.217000	0.159000	0.113000	-0.230000	-0.026000	0.327000	0.181000	0.025000	0.108000
fliF	0.005000		-0.190000	-0.312000						
fliF	-0.298000		-0.073000	-0.026000						
yfaA	0.165000	-0.092000	-0.036000	-0.141000			0.485000	-0.147000	0.159000	0.547000
yfaA	0.193000	0.006000	-0.110000	0.074000			0.275000	0.313000	0.226000	0.302000
fliR		-0.513000	-0.253000	-0.022000	-0.049000	0.191000	-0.403000	-0.174000	-0.176000	-0.230000
fliR		-0.134000	-0.282000	0.097000	0.025000	0.039000	-0.253000	0.044000	-0.238000	-0.104000
glpB	0.271000	0.093000	-0.093000	-0.123000	0.007000	0.167000	0.356000	0.233000	0.070000	0.464000
glpB	0.193000	0.109000	0.084000	0.063000	0.044000	0.102000	0.132000	0.234000	0.156000	0.089000
rfbA	-0.778000	-0.039000	-0.326000	-0.229000	-0.559000	-0.857000	-0.202000	-0.221000	-0.218000	-0.288000
rfbA	-0.660000	-0.524000	-0.098000	-0.127000	-0.568000	-0.684000	-0.282000	-0.286000	-0.201000	-0.261000
pbpG	0.101000		-0.116000	-0.080000		0.049000	-0.119000	-0.081000	-0.056000	0.073000
pbpG	0.207000		0.035000	0.148000		0.100000	0.002000	-0.020000	-0.026000	-0.011000
wcaH	-0.086000	-0.217000	-0.164000		-0.354000	-0.095000		-0.026000	0.039000	-0.117000
wcaH	0.038000	-0.127000	0.044000		-0.220000	-0.141000		0.051000	-0.099000	-0.048000
b2146		1.031000	0.228000						0.325000	0.600000
b2146		0.972000	0.442000						0.506000	0.636000
fliG		-0.507000	0.008000	-0.241000						
fliG		0.221000	0.007000	0.006000						
gyrA	-0.183000	-0.057000	-0.324000	-0.407000	-0.182000	-0.061000	-0.242000	-0.303000	-0.180000	-0.109000
gyrA	-0.084000	0.095000	-0.159000	-0.174000	-0.140000	-0.184000	-0.108000	-0.154000	0.031000	0.053000
rcsA	-0.431000		-0.274000	-0.237000						
rcsA	-0.054000		0.250000	-0.704000						
glpC	-1.172000	-0.157000	-0.275000	-0.023000						
glpC	-0.106000	0.102000	0.073000	0.041000						
rfbD	-0.836000	-0.944000		-0.734000	-0.512000	-0.353000	-0.472000	-0.574000	-0.519000	-0.369000
rfbD	-0.602000	-0.138000		-0.465000	-0.401000	-0.051000	-0.459000	-0.450000	-0.360000	-0.406000
yohC	0.585000	0.222000	0.082000	0.033000			0.316000	0.098000	0.360000	0.375000
yohC	0.496000	0.540000	0.032000	0.240000			0.093000	0.073000	0.044000	0.361000
wcaG	-0.463000	0.101000	-0.046000	-0.138000			0.005000	0.057000		0.082000
wcaG	0.179000	0.229000	0.065000	0.079000			0.102000	0.110000		0.042000
yeiA	0.243000	0.693000	0.193000	0.153000			0.504000	0.941000		-0.055000
yeiA	0.653000	0.729000	0.223000	0.281000			0.684000	0.783000		0.707000
fliH	-0.149000			-0.734000						
fliH	-0.539000			-0.228000						
ubiG	0.126000	0.115000	-0.264000	-0.252000	-0.337000	-0.083000	0.025000	-0.166000	-0.026000	-0.001000
ubiG	0.024000	0.179000	-0.103000	-0.048000	-0.059000	0.037000	-0.065000	-0.194000	0.046000	-0.022000
dsrB	0.298000	0.181000	0.029000	-0.120000	-0.010000	1.223000	0.008000	0.026000	-0.117000	-0.083000
dsrB	0.200000	0.309000	-0.061000	0.153000	0.041000	0.248000	-0.015000	0.080000	-0.055000	-0.069000
yfaD			0.200000	-0.113000					0.095000	
yfaD			0.041000	0.071000					0.157000	
rfbB	-0.583000	-0.165000	-0.541000	-0.431000	-0.569000	-0.422000	-0.445000	-0.478000	-0.489000	-0.493000
rfbB	-0.560000	-0.493000	-0.445000	-0.387000	-0.492000	-0.552000	-0.496000	-0.449000	-0.511000	-0.607000
yohD	-0.001000	0.089000	-0.004000	0.041000	-0.016000	-0.022000	-0.067000	-0.025000	-0.076000	0.080000
yohD	0.118000	0.128000	0.182000	0.194000	0.166000	-0.072000	0.024000	-0.012000	0.100000	0.118000
gmd	0.197000		-0.175000		0.208000	0.738000	0.202000	0.567000		0.243000
gmd	0.192000		-0.216000		0.847000	-0.037000	0.391000	0.507000		-0.112000
mglC	0.131000	0.079000	0.036000	-0.004000	0.077000	0.012000	-0.096000	0.031000	-0.145000	-0.367000
mglC	0.116000	0.114000	0.050000	0.171000	0.146000	-0.070000	-0.072000	-0.064000	-0.299000	-0.230000
fliI	-0.995000		-0.410000							
fliI	-0.219000		0.100000							
yfaL	-0.191000	-0.355000	0.146000	-0.021000				-0.062000	-0.317000	-0.404000
yfaL	0.186000	0.329000	0.076000	0.124000				0.059000	-0.074000	-0.074000
b1953	0.222000	0.308000	0.079000	0.056000			0.621000	0.023000	0.349000	
b1953	0.412000	0.387000	0.112000	0.195000			0.305000	0.306000	0.287000	
b2245	-0.297000	0.214000	-0.276000	-0.280000				-0.158000		
b2245	0.300000	0.316000	0.148000	0.059000				0.346000		
galF	-0.145000	-0.339000	-0.390000	-0.376000	-0.331000	-0.404000	-0.222000	-0.317000	-0.284000	-0.166000
galF	-0.089000	0.064000	-0.068000	-0.134000	-0.260000	-0.306000	-0.209000	-0.280000	-0.074000	-0.178000
yohF	0.074000	0.018000	0.206000	0.201000		0.924000		0.222000	-0.040000	-0.040000
yohF	0.304000	0.096000	0.244000	0.290000		1.428000		0.212000	0.119000	0.086000
wcaF	-1.445000	-0.528000	0.074000	0.006000				-0.388000		
wcaF	-0.741000	-0.821000	-0.012000	-0.043000				-0.227000		
mglA	-0.445000		-0.455000	-0.576000	-0.339000			-0.397000	-0.583000	
mglA	-0.157000		-0.158000	-0.415000	-0.525000			-0.213000	-0.304000	
fliJ			-0.084000	-0.234000				0.340000	0.106000	
fliJ			0.161000	0.112000				0.557000	-0.028000	
nrdA	0.209000	0.267000	-0.129000	-0.070000	0.061000	0.044000		-0.010000	0.078000	0.052000
nrdA	0.165000	0.311000	0.069000	0.154000	0.094000	0.213000	0.018000	-0.024000	0.118000	0.091000
b1955	0.547000	0.479000	0.176000	0.071000		0.385000	0.532000	0.152000	0.248000	0.306000
b1955	0.556000	0.610000	0.226000	0.312000		1.283000	0.415000	0.179000	0.352000	0.353000
b2246	0.131000	-0.719000	-0.063000	-0.015000	0.263000	0.406000	0.243000	0.243000	0.108000	
b2246	0.152000	-0.090000	0.082000	0.219000	0.067000	0.093000	0.583000	0.169000	0.174000	
wcaM	-0.143000	0.021000	-0.112000	-0.108000	-0.225000	-0.533000	-0.175000	-0.204000	-0.139000	-0.240000
wcaM	-0.179000	-0.318000		0.108000	-0.204000	-0.376000	-0.138000	-0.173000	-0.112000	-0.201000
yohG	-0.205000	0.212000	0.083000			-0.114000	-0.111000	0.006000	-0.023000	-0.096000
yohG	0.275000	0.238000	0.183000			0.557000	-0.073000	0.041000	0.208000	0.261000
wcaE	0.122000	0.049000	0.042000	0.027000	-0.014000	-0.070000		0.010000	-0.012000	0.346000
wcaE	0.134000	0.042000	0.221000	0.332000	0.065000	0.358000		0.146000	0.185000	-0.064000
mglB	0.178000	-0.080000	0.034000	0.039000	-0.106000	-0.162000	0.161000		-0.020000	-0.085000
mglB	0.185000	0.197000	0.242000	0.312000	-0.168000	-0.260000	0.156000		-0.137000	-0.051000
fliK	-0.273000	0.013000	-0.004000	0.011000	0.782000	1.129000	0.171000	-0.047000	-0.562000	
fliK	0.207000	0.202000	0.167000	0.162000	-0.169000	0.020000	0.108000	0.094000	-0.084000	
nrdB		-0.100000	-0.130000	-0.155000	0.086000	0.174000		-0.013000	-0.179000	
nrdB		0.099000	-0.039000	0.101000	-0.080000	0.120000		0.021000	0.109000	
b1956	-0.199000		-0.096000	0.048000			-0.267000	-0.591000	-0.469000	-0.412000
b1956	0.290000		0.083000	0.237000			-0.149000	-0.031000	-0.417000	-0.051000
b2247				-0.008000						
b2247				0.132000						
wcaL	-0.614000	-0.278000	-0.067000	-0.136000		0.123000			-0.157000	-0.480000
wcaL	-0.022000	0.132000	0.152000	0.112000		0.218000			0.450000	-0.050000
yohH	-0.545000	-0.734000	-0.047000	-0.039000	-0.164000	-0.314000	-0.295000	-0.066000	-0.406000	-0.865000
yohH	0.139000	-0.112000	-0.086000	0.008000	-0.346000	-0.514000	-0.194000	-0.135000	-0.195000	-0.292000
wcaD	-0.684000	-0.178000	0.066000	-0.031000				0.051000		
wcaD	0.347000	0.021000	0.127000	0.093000				0.350000		
galS		-0.302000	-0.079000	-0.155000				-0.311000		
galS	0.026000	-0.040000	-0.017000	-0.037000				0.392000		
fliL			-0.185000	-0.179000				0.205000	-0.023000	
fliL			0.064000	0.193000				0.269000	-0.409000	
yfaE	0.052000	-0.026000	-0.234000	-0.193000	-0.097000		-0.051000	-0.160000	-0.043000	-0.098000
yfaE	0.067000	0.188000	-0.023000	0.107000	0.084000	0.028000	-0.016000	-0.059000	-0.043000	-0.074000
b1957	0.348000	0.172000	0.207000	0.185000	0.214000	0.302000	0.294000	0.184000	0.142000	0.149000
b1957	0.301000	0.333000	0.227000	0.287000	0.218000	0.238000	0.312000	0.195000	0.248000	0.237000
b2248	0.167000	-0.023000	-0.081000	-0.183000	0.276000	0.917000	0.511000	0.744000	0.192000	0.182000
