betA		-0.052000		
betA		-0.015000		
yacG	-0.126000	-0.054000	-0.102000	-0.112000
yacG	-0.020000	0.020000	-0.177000	-0.050000
rcsF	-0.157000	-0.176000		-0.282000
rcsF	-0.032000	-0.069000		-0.048000
pdhR	-0.068000	-0.173000	-0.257000	-0.128000
pdhR		0.065000	-0.032000	-0.051000
rnhA		-0.085000	-0.406000	
rnhA		-0.032000	-0.144000	
yaaJ	-0.149000	-0.154000	-0.853000	-0.512000
yaaJ	-0.098000	-0.082000	-0.190000	-0.140000
ykgA	-0.040000	-0.058000		0.077000
ykgA	0.178000	0.106000		0.135000
nhaA		-0.114000	-0.176000	
nhaA		-0.044000	0.025000	
betB	-0.028000	0.089000		0.044000
betB	0.163000	0.190000		0.131000
yacF	-0.027000	-0.039000	-0.287000	
yacF	0.042000	-0.005000	0.051000	
yaeC	-0.041000	-0.017000	-0.024000	-0.226000
yaeC	0.035000	0.158000	0.019000	0.002000
aceE	-0.146000	-0.104000	-0.146000	-0.255000
aceE	-0.019000	0.122000	-0.045000	-0.046000
dnaQ	0.033000	-0.028000	-0.346000	-0.066000
dnaQ	0.061000	0.131000	0.072000	0.168000
talB		-0.231000	-0.169000	0.043000
talB	-0.050000	-0.055000	0.072000	0.036000
ykgB	-0.578000	-0.115000		
ykgB		-0.130000		
nhaR		-0.127000		-0.534000
nhaR		-0.429000		-0.503000
betI		0.093000	0.020000	-0.047000
betI		0.089000	-0.078000	0.259000
yacE	-0.113000	-0.144000		
yacE	0.040000	0.035000		
yaeE	-0.131000	-0.202000	-0.219000	-0.201000
yaeE	-0.015000	-0.003000	0.047000	-0.018000
aceF	-0.118000	-0.073000	-0.289000	
aceF	-0.001000	0.057000	-0.146000	
yafT				-0.481000
yafT				-0.504000
mog		0.018000	0.179000	0.108000
mog		0.148000	0.279000	0.217000
b0302	-0.026000	-0.120000	0.115000	0.283000
b0302	0.128000	0.130000	0.414000	0.632000
insB_1		-0.017000	-0.067000	-0.077000
insB_1		0.183000	0.127000	0.098000
betT	-0.066000	-0.135000	-0.298000	-0.129000
betT	0.113000	0.034000	-0.015000	0.269000
guaC	0.046000	-0.091000	-0.129000	-0.022000
guaC	0.091000	0.051000	0.090000	-0.056000
abc	-0.037000	-0.057000	-0.213000	-0.019000
abc	0.074000	0.086000	-0.082000	-0.013000
lpdA	-0.128000	-0.066000	-0.231000	-0.175000
lpdA	0.031000	0.123000	-0.077000	-0.012000
yafU		-0.055000	-0.453000	0.084000
yafU		0.116000	-0.107000	0.063000
yaaH	-0.238000	-0.291000	-0.551000	
yaaH	0.082000	-0.108000	-0.462000	
ykgI	-0.815000	-0.203000		
ykgI	-0.047000	-0.105000		
insA_1	-0.056000	-0.200000		-0.559000
insA_1	-0.206000	-0.088000		-0.093000
yahA		-0.086000		
yahA		-0.062000		
b0105	-0.107000	-0.027000	-0.395000	
b0105	0.009000	0.065000	-0.006000	
yaeD	-0.012000	-0.066000	-0.100000	-0.212000
yaeD	0.011000	0.021000	-0.017000	-0.094000
yacH	0.022000	-0.004000		-0.523000
yacH	0.073000	-0.018000		0.180000
yafV	-0.087000	-0.109000	-0.060000	-0.007000
yafV	0.008000	0.038000	-0.006000	
b0011	-0.002000	-0.068000	0.074000	-0.049000
b0011	0.146000	0.093000	0.234000	0.143000
ykgC	0.024000	-0.026000	0.254000	0.033000
ykgC	0.135000	0.167000	0.213000	0.055000
rpsT	-0.115000	-0.090000		-0.053000
rpsT	0.012000	0.072000		0.047000
yahB	-0.012000	-0.010000		-0.333000
yahB	0.080000	0.067000		0.045000
hofC	0.011000	0.018000	-0.655000	-0.505000
hofC	0.029000	0.046000	-0.133000	-0.495000
yafB	0.022000	-0.093000	-0.135000	-0.289000
yafB	0.073000	0.034000	-0.087000	-0.034000
acnB	0.001000	-0.012000		0.364000
acnB	0.036000	0.212000		0.459000
ykfE	-0.167000	-0.121000	-0.181000	-0.151000
ykfE	0.023000	0.120000	-0.040000	0.004000
b0024	-0.055000	-0.118000	-0.126000	
b0024	-0.010000	0.052000	-0.074000	
yahC	0.082000	-0.030000	0.071000	-0.090000
yahC	0.060000	0.064000	0.073000	-0.053000
caiD		0.243000		
caiD		0.094000		
yahO		-0.106000	-0.152000	-0.193000
yahO		0.010000	-0.052000	0.102000
yacL	0.109000	-0.072000	-0.040000	-0.099000
yacL	0.160000	0.080000	0.061000	0.037000
yafH	-0.021000	-0.235000		
yafH	0.040000	0.018000		
panD	-0.060000	-0.143000	-0.331000	-0.165000
panD	0.011000	-0.060000	-0.111000	-0.007000
yafO	-0.628000	-0.165000	-0.161000	-0.125000
yafO	0.015000	0.035000	0.244000	0.100000
ribF	-0.121000	-0.209000		-0.234000
ribF	-0.086000	-0.084000		0.015000
yahD	-0.062000	-0.023000	0.053000	-0.024000
yahD	0.120000	0.099000	0.231000	0.163000
caiC		-0.114000		
caiC		0.122000		
prpR	0.204000	-0.128000		
prpR	0.545000	0.065000		
speD	-0.041000	-0.069000	0.009000	-0.309000
speD	0.088000	0.161000	-0.130000	-0.077000
gmhA	-0.043000	-0.061000	-0.196000	-0.146000
gmhA	0.025000	0.072000	-0.017000	0.019000
yadD			-0.033000	-0.388000
yadD			0.821000	0.313000
yafP	-0.012000	-0.063000	-0.390000	-0.210000
yafP	-0.007000	0.071000	0.002000	0.078000
ileS		-0.284000	-0.571000	-0.691000
ileS		-0.077000	-0.355000	-0.340000
yahE	0.093000	-0.146000		-0.462000
yahE	0.001000	-0.059000		-0.109000
caiB				
caiB				
prpB		0.165000		
prpB		-0.095000		
speE	-0.078000	-0.059000	-0.366000	
speE	-0.021000	0.124000	-0.093000	
yafJ	-0.063000	-0.138000	-0.244000	-0.194000
yafJ	0.015000	0.051000	-0.087000	-0.024000
panC	0.051000	0.032000	-0.006000	0.076000
panC	0.051000	0.077000	0.044000	0.251000
b0235		-0.227000		-0.072000
b0235		-0.050000		0.092000
lspA		-0.024000	-0.300000	
lspA		0.023000	0.003000	
yahF	-0.056000	-0.153000	0.059000	-0.507000
yahF	-0.202000	-0.205000	0.064000	0.262000
caiA	0.059000	0.285000		
caiA	0.159000	0.401000		
b0332	0.065000	-0.096000	-0.134000	0.088000
b0332	0.099000	0.068000	0.249000	0.054000
yacC	-0.016000	-0.112000	-0.418000	-0.288000
yacC	0.148000	0.119000	-0.141000	-0.201000
yafK	-0.093000	-0.108000	-0.062000	
yafK	0.058000	0.106000	0.058000	
panB	0.012000	-0.069000	-0.115000	-0.165000
panB	0.094000	0.189000	0.011000	0.060000
prfH		-0.028000		
prfH		0.159000		
slpA	-0.106000	-0.152000	-0.189000	-0.334000
slpA	-0.081000	-0.044000	-0.227000	-0.058000
yahG	-0.179000	0.268000		
yahG	0.159000	-0.040000		
caiT		-0.069000		
caiT		0.030000		
prpC			0.282000	
prpC			0.170000	
yacK	0.016000	-0.053000	-0.206000	-0.077000
yacK	0.111000	0.049000	0.117000	0.091000
yafQ	-0.107000	-0.156000	-0.233000	
yafQ	0.011000	-0.049000	-0.075000	
yadC	0.088000	-0.118000		-0.141000
yadC	0.250000	-0.228000		0.021000
pepD		-0.035000		-0.084000
pepD	0.050000	-0.038000		-0.047000
lytB	0.054000	-0.023000	-0.055000	0.088000
lytB	0.018000	0.164000	0.218000	0.142000
yahH	-0.126000	-0.091000		
yahH	0.013000	0.055000		
fixA	-0.078000			0.190000
fixA	0.119000			0.097000
prpD	0.211000	-0.006000	0.473000	0.151000
prpD	0.082000	0.194000	1.005000	0.320000
gcd	0.009000	-0.217000	-0.561000	-0.651000
gcd	0.059000	-0.044000	-0.353000	-0.278000
dinJ	-0.049000	-0.050000	-0.075000	-0.192000
dinJ	0.004000	0.150000	0.025000	-0.039000
yadK	-0.290000	-0.056000		
yadK	0.191000	-0.114000		
gpt	-0.029000	-0.120000	-0.056000	0.161000
gpt	0.006000	0.142000	0.130000	0.240000
yaaF	-0.131000	0.037000	-0.259000	0.014000
yaaF	-0.051000	0.058000	-0.083000	-0.042000
yahI				
yahI				
fixB		0.350000		
fixB		0.119000		
prpE		0.284000		-0.901000
prpE		0.017000		0.184000
hpt	-0.167000	-0.106000		0.022000
hpt	0.014000	0.079000		-0.020000
yafL	0.062000	-0.116000		-0.104000
yafL	0.050000	0.088000		0.034000
yadL	-0.211000	0.089000		
yadL	0.116000	0.131000		
yafA	-0.415000	-0.131000	-0.143000	-0.265000
yafA	0.003000	0.006000	0.017000	-0.022000
dapB	-0.042000	0.050000	-0.189000	-0.148000
dapB	0.049000	0.023000	-0.003000	-0.075000
yahJ	0.094000	0.167000		-0.021000
yahJ	0.185000	0.301000		0.107000
fixC				
fixC				
codB	0.097000	-0.108000	0.055000	0.263000
codB	0.041000	0.114000	0.096000	0.142000
yadF	-0.037000			-0.179000
yadF	0.074000			-0.148000
yafM	0.037000	-0.019000	-0.167000	-0.085000
yafM	0.026000	0.129000	0.087000	0.130000
yadM	-0.128000	-0.091000	-0.224000	
yadM	0.120000	0.244000	0.260000	
crl	0.005000	-0.086000	-0.257000	-0.049000
crl	0.002000	0.169000	0.009000	0.105000
carA	-0.128000	-0.170000		-0.367000
carA	0.017000	0.051000		-0.128000
yahK		-0.209000	-0.092000	-0.197000
yahK		-0.010000	-0.071000	-0.019000
fixX		0.070000		
fixX		0.042000		
codA	0.019000	-0.146000	0.012000	-0.187000
codA	-0.042000	-0.047000	0.129000	0.193000
yadG	-0.119000			-0.078000
yadG	-0.027000			-0.090000
fhiA	-0.069000	-0.067000	-0.021000	0.196000
fhiA	0.019000	-0.023000	0.126000	-0.004000
htrE		0.071000		
htrE		0.040000		
phoE				
phoE				
carB	-0.178000	-0.164000		0.036000
carB	-0.040000	-0.001000		0.029000
yahL	0.057000	0.174000	0.346000	0.287000
yahL	0.418000	0.187000	0.467000	0.709000
yaaU	-0.168000	-0.122000		
yaaU	0.015000	0.105000		
cynR	-0.029000	0.079000		0.018000
cynR	0.032000	0.136000		0.104000
yadH	0.002000	-0.014000		-0.325000
yadH	0.025000	0.125000		0.011000
mbhA	-0.034000	-0.058000	-0.043000	-0.168000
mbhA	0.115000	0.154000	0.129000	0.043000
ecpD	0.003000	0.009000	0.840000	0.196000
ecpD	0.037000	0.267000	0.853000	0.181000
proB		-0.002000	-0.170000	0.025000
proB		0.045000	0.013000	-0.008000
caiF	-0.066000	-0.174000	-0.218000	-0.173000
caiF	0.041000	0.031000	0.044000	0.010000
yahM	0.124000	0.071000	-0.078000	-0.150000
yahM	0.027000	0.059000	0.026000	0.064000
yabF		-0.457000		
yabF		-0.095000		
cynT		0.219000		
cynT		0.060000		
yadI	-0.127000			-0.246000
yadI	0.007000			-0.267000
dinP			-0.263000	
dinP			-0.285000	
yadN		0.053000		
yadN		0.023000		
proA		-0.108000	-0.183000	-0.157000
proA		-0.083000	0.003000	-0.041000
caiE	0.004000	-0.053000	0.181000	
caiE	0.162000	0.197000	0.360000	
yahN	-0.029000	-0.040000	0.024000	0.125000
yahN	0.085000	0.165000	0.038000	0.032000
kefC	0.070000		-0.170000	-0.015000
kefC	0.167000		0.205000	0.168000
cynS		0.928000		
cynS		0.115000		
yadE	-0.117000	-0.249000	-0.666000	-0.551000
yadE	0.149000	0.042000	-0.296000	-0.102000
yafN	-0.034000		-0.241000	0.059000
yafN	0.098000		0.052000	0.088000
folK	0.008000	0.037000	-0.043000	-0.112000
folK	0.081000	0.171000	-0.020000	0.098000
b0245		-0.107000		
b0245		0.491000		
folA	-0.033000	-0.138000	-0.044000	-0.183000
folA	0.114000	0.039000	0.168000	0.036000
cynX	-0.049000	-0.131000		-0.104000
cynX	0.016000	0.026000		-0.072000
polB	-0.027000	-0.057000	-0.005000	
polB	0.076000	0.143000	0.123000	
mhpT		-0.116000		
mhpT		-0.038000		
pcnB	-0.147000		-0.004000	-0.049000
pcnB	0.030000		0.048000	-0.007000
yafW	-0.085000	-0.264000		-0.165000
yafW	-0.093000	0.086000		-0.081000
yadQ	-0.127000	-0.138000		-0.175000
yadQ	0.012000	0.059000		0.084000
ykfC				
ykfC				
apaH	-0.089000	-0.152000	-0.125000	-0.192000
apaH	-0.005000	0.030000	0.163000	0.016000
lacA	-0.205000	-0.141000	-0.296000	
lacA	-0.537000	0.060000	0.274000	
araD		0.159000		0.203000
araD		0.301000		0.372000
yaiL	-0.001000	0.008000	-0.081000	0.034000
yaiL	0.065000	0.109000	0.020000	-0.061000
yadB	0.030000	-0.121000	-0.141000	
yadB	0.157000	0.078000	-0.104000	
ykfG		0.027000	0.037000	-0.091000
ykfG		0.255000	-0.009000	0.082000
yadR	-0.030000	-0.016000		0.105000
yadR	0.010000	0.128000		0.165000
trs5_1	-0.070000	-0.092000		-0.123000
trs5_1	0.081000	0.110000		-0.008000
apaG				-0.404000
apaG				-0.138000
lacY	-0.822000	-0.628000		
lacY	-0.195000	-0.212000		
araA	0.296000	0.048000	0.148000	
araA	0.042000	0.072000	0.188000	
yaiM	-0.522000	0.104000		
yaiM	0.195000	0.061000		
dksA				
dksA				
yafX	0.081000	-0.106000		0.182000
yafX	0.223000	0.208000		0.121000
yadS	-0.248000	-0.257000	-0.734000	-0.450000
yadS	-0.107000	-0.061000	-0.084000	-0.018000
ykfD	0.120000	-0.038000	-0.201000	0.183000
ykfD	0.116000	0.121000	0.235000	0.060000
ksgA	-0.015000	-0.101000	-0.195000	
ksgA	0.073000	0.059000	0.071000	
lacZ		0.022000		
lacZ		0.186000		
araB	-0.203000	0.286000		
araB	0.068000	0.245000		
adhC	0.114000	0.059000	-0.017000	0.428000
adhC	0.170000	0.107000	0.335000	0.145000
sfsA	-0.056000	-0.099000	-0.265000	0.036000
sfsA	0.049000	0.011000	0.089000	-0.056000
ykfF	-0.010000	0.039000	-0.039000	-0.083000
ykfF	0.147000	0.208000	0.036000	0.113000
yadT	0.099000	-0.067000	-0.136000	
yadT	0.063000	0.106000	0.115000	
yagD	-0.059000	-0.146000	-0.323000	0.192000
yagD	-0.055000	0.041000	0.340000	0.110000
pdxA	-0.110000	-0.166000		-0.087000
pdxA	-0.045000	0.105000		-0.189000
lacI	-0.127000	-0.130000		
lacI	-0.058000	-0.081000		
araC	-0.329000	-0.072000		0.034000
araC	0.062000	0.088000		0.202000
yaiN	-0.189000	-0.242000	-0.101000	-0.043000
yaiN	0.084000	0.029000	0.083000	0.056000
yadP	-0.054000	-0.107000	-0.137000	-0.408000
yadP	-0.010000	-0.182000	-0.258000	0.014000
ykfB	-0.137000	-0.181000	-0.291000	-0.413000
ykfB	0.031000	0.012000	0.049000	-0.021000
pfs	0.206000			-0.121000
pfs	-0.005000			0.057000
afuC				
afuC				
surA	0.041000	-0.014000	-0.044000	
surA	0.107000	0.173000	0.003000	
mhpR	-0.404000	0.006000	0.977000	0.187000
mhpR	-0.060000	0.260000	0.196000	0.611000
yabI	-0.090000	-0.110000	-0.186000	-0.136000
yabI	0.009000	0.042000	0.076000	0.037000
yaiO	-0.052000	-0.034000		0.441000
yaiO	0.084000	0.078000		0.309000
hrpB	0.044000		-0.057000	-0.022000
hrpB	0.151000	0.166000	-0.051000	0.141000
yafY	0.049000	-0.100000	0.004000	-0.174000
yafY	0.075000	0.084000	0.175000	0.021000
dgt	-0.015000	0.041000	0.066000	0.113000
dgt	0.146000	0.157000	0.064000	0.161000
b0263	0.223000	0.048000	0.013000	0.188000
b0263	0.221000	0.150000	0.233000	0.218000
imp	-0.020000	-0.174000		-0.467000
imp	-0.082000	-0.008000		-0.126000
mhpA	-0.177000	-0.130000		
mhpA	-0.087000	-0.122000		
yabJ	0.239000	0.219000		-0.250000
yabJ	0.128000	0.236000		0.240000
b0359	-0.265000		-0.146000	-0.073000
b0359	0.194000		0.102000	0.009000
mrcB	0.028000	0.213000		-0.175000
mrcB	0.177000	0.315000		0.062000
yafZ	-0.098000	-0.102000		0.120000
yafZ	0.055000	0.046000		-0.024000
htrA	-0.059000	-0.108000		-0.061000
htrA	0.012000	-0.010000		-0.081000
insB_2	-0.091000	-0.127000	-0.093000	-0.233000
insB_2	0.087000	0.057000	-0.002000	0.176000
yabH	-0.136000	-0.138000	0.008000	-0.082000
yabH	-0.027000	0.089000	0.014000	0.106000
mhpB		0.064000		0.322000
mhpB		0.275000		0.206000
yabK	-0.049000	-0.123000		
yabK	0.049000	0.131000		
yi21_1	-0.039000	-0.061000	-0.172000	-0.112000
yi21_1	0.198000	0.095000	-0.062000	-0.055000
fhuA	-0.090000	-0.064000	-0.133000	-0.340000
fhuA	0.071000	0.121000	0.121000	0.138000
ykfA	-0.141000	-0.457000		
ykfA	0.124000	0.061000		
yaeG	-0.008000	0.051000	0.207000	
yaeG	0.574000	0.215000	0.206000	
insA_2	-0.074000	-0.066000	-0.300000	0.018000
insA_2	0.053000	0.186000	-0.001000	0.018000
yabP	0.058000		0.117000	-0.040000
yabP	0.109000		0.139000	0.141000
mhpC	0.043000	0.260000	-0.601000	-0.082000
mhpC	-0.026000	-0.011000	-0.031000	-0.067000
tbpA	-0.039000	-0.175000		-0.093000
tbpA	-0.043000	0.038000		0.176000
yi22_1		-0.111000		-0.060000
yi22_1		0.054000		0.079000
fhuC	-0.036000	-0.079000	0.262000	
fhuC	-0.069000	-0.146000	-0.287000	
perR	0.022000	-0.128000		-0.250000
perR	0.156000	0.123000		-0.027000
yaeH	0.087000	-0.114000	-0.098000	0.015000
yaeH	0.268000	0.136000	0.109000	0.285000
yagB	-0.569000	-0.174000	0.541000	-0.250000
yagB	-0.105000	0.016000	0.341000	-0.115000
yabQ	-0.116000	-0.147000	-0.263000	-0.160000
yabQ	0.054000	-0.039000	-0.006000	-0.181000
mhpD	-0.018000	-0.073000	-0.106000	
mhpD	0.067000	0.120000	-0.004000	
yabN	-0.131000	-0.092000	-0.417000	
yabN	0.035000	0.022000	0.063000	
b0362	0.202000	0.056000		0.027000
b0362	0.233000	0.257000		0.227000
fhuD	0.083000	0.643000	0.234000	
fhuD	0.112000	0.200000	0.973000	
yi91a	0.016000	-0.018000	0.059000	-0.284000
yi91a	0.128000	0.115000	-0.032000	0.010000
yaeI	-0.037000		-0.053000	0.185000
yaeI	0.060000		0.261000	0.485000
yagA				
yagA				
yabO	0.126000	0.138000	-0.002000	-0.031000
yabO	0.107000	0.129000	-0.065000	0.062000
mhpF	0.100000	-0.034000	-0.504000	
mhpF	-0.071000	-0.132000	0.057000	
yabM	-0.351000	-0.224000		0.064000
yabM	-0.083000	-0.141000		0.002000
yaiP		-0.175000		
yaiP		0.180000		
fhuB	0.014000	-0.066000	-0.016000	0.208000
fhuB	0.087000	0.066000	0.211000	0.003000
tra8_1	-0.112000	-0.100000	0.044000	-0.343000
tra8_1	-0.036000	-0.135000	-0.146000	-0.494000
b0165	-0.133000	-0.140000	-0.034000	-0.444000
b0165	0.073000	0.035000	-0.002000	-0.045000
yagE		-0.079000	0.243000	
yagE		0.035000	0.045000	
hepA	-0.018000	-0.059000	-0.302000	-0.056000
hepA	0.128000	0.058000	-0.052000	-0.014000
mhpE	0.060000	0.147000	-0.023000	
mhpE	0.080000	0.264000	0.367000	
leuD	-0.095000			0.092000
leuD	-0.026000			0.038000
yaiS	-0.344000	-0.072000	-0.117000	-0.259000
yaiS	-0.451000	0.052000	0.651000	0.097000
hemL	0.102000	0.159000	-0.105000	-0.194000
hemL	0.077000	0.251000	0.020000	0.030000
b0257	0.138000	0.056000	0.015000	
b0257	0.163000	0.332000	0.293000	
dapD	-0.154000	-0.066000	-0.016000	-0.079000
dapD	0.026000	0.166000	0.134000	0.109000
yagF		0.073000		
yagF		1.114000		
leuC	-0.061000		-0.165000	-0.193000
leuC	-0.057000		-0.147000	-0.008000
tauA	0.046000	0.205000		
tauA	-0.096000	0.047000		
ftsI	-0.019000	-0.207000	-0.317000	-0.216000
ftsI	-0.099000	-0.105000	-0.102000	-0.174000
sbmA	-0.969000	-0.340000		-0.424000
sbmA	-0.085000	-0.037000		0.022000
glnD	-0.065000	-0.138000	-0.025000	-0.132000
glnD	0.014000	0.144000	-0.065000	-0.026000
yagG	-0.301000	-0.209000	-0.446000	-0.447000
yagG	-0.044000	-0.031000	-0.233000	0.117000
lpxD	0.012000	-0.141000		-0.312000
lpxD	-0.076000	0.043000		-0.082000
yagP		-0.232000	-0.293000	-0.420000
yagP		-0.176000	-0.282000	-0.054000
leuB		-0.043000	-0.289000	-0.209000
leuB		0.147000	-0.071000	-0.004000
tauB	0.091000	0.097000	0.540000	0.338000
tauB	0.211000	0.240000	0.392000	0.188000
murE	-0.040000	-0.164000		-0.052000
murE	-0.005000	0.028000		0.056000
yaiW	-0.258000	-0.050000	-0.132000	-0.038000
yaiW	0.178000	0.073000	0.068000	0.064000
map	-0.092000	-0.092000	-0.244000	-0.218000
map	0.047000	0.065000	-0.188000	-0.023000
yagH	0.057000	-0.031000	-0.115000	0.256000
yagH	0.205000	0.282000	0.317000	0.400000
fabZ	-0.031000	-0.097000	-0.144000	-0.076000
fabZ	0.014000	0.166000	0.018000	0.001000
yagQ		-0.122000	0.205000	0.092000
yagQ		0.077000	0.387000	0.341000
leuA	-0.066000	-0.139000	-0.216000	-0.074000
leuA	0.003000	0.062000	-0.055000	-0.003000
tauC	0.106000	-0.022000	0.028000	
tauC	0.070000	0.154000	0.077000	
murF		0.096000		-0.078000
murF		-0.075000		0.040000
b0379		-0.602000		
b0379		-0.121000		
rpsB	-0.154000	-0.176000		
rpsB	-0.035000	0.010000		
yagI	-0.030000	-0.122000	-0.804000	-0.085000
yagI	0.020000	0.049000	-0.188000	-0.081000
lpxA	0.002000	-0.006000	-0.040000	-0.561000
lpxA	0.020000	-0.014000	-0.130000	0.049000
yagR		0.124000		
yagR		0.259000		
leuL	-0.026000	-0.015000	-0.025000	-0.022000
leuL	0.084000	0.099000	0.130000	0.104000
tauD	0.216000	0.167000	0.268000	
tauD	0.163000	0.299000	0.327000	
mraY	0.095000	-0.075000	-0.217000	0.050000
mraY	0.095000	0.163000	-0.039000	0.054000
b0380	0.042000	-0.071000	0.122000	0.071000
b0380	0.177000	0.173000	0.185000	0.135000
tsf	0.003000	0.017000	-0.114000	
tsf	0.126000	0.196000	0.028000	
argF	-0.009000	-0.021000	-0.018000	-0.083000
argF	0.096000	0.160000	0.018000	0.035000
lpxB	0.091000	-0.002000		-0.092000
lpxB	0.129000	0.231000		0.135000
yagS	0.168000		-0.156000	0.015000
yagS	0.129000		0.113000	0.121000
leuO	0.259000	0.100000		
leuO	0.082000	0.206000		
hemB	0.103000	0.100000	-0.026000	-0.138000
hemB	-0.015000	-0.013000	0.025000	-0.095000
murD	0.179000	0.172000		-0.069000
murD	0.139000	0.142000		0.106000
ddlA	-0.572000	-0.229000	-0.343000	
ddlA	0.132000	-0.049000	0.068000	
pyrH		-0.188000		-0.037000
pyrH		0.026000		0.129000
insB_3	-0.055000	-0.167000	-0.033000	-0.382000
insB_3	-0.044000	0.045000	-0.062000	-0.006000
rnhB	0.038000	-0.053000	-0.267000	-0.202000
rnhB	0.082000	0.025000	-0.030000	0.133000
yagT		0.108000	0.085000	
yagT		0.125000	0.248000	
ilvI	0.015000	0.075000	0.051000	-0.019000
ilvI	0.123000	0.198000	0.120000	0.126000
b0370		0.007000	0.110000	-0.562000
b0370		-0.038000	0.112000	0.083000
ftsW	0.079000	-0.042000	-0.060000	0.050000
ftsW	0.079000	0.105000	0.002000	0.038000
yaiB	-0.118000	-0.174000		-0.002000
yaiB	0.039000	0.089000		0.078000
frr	-0.056000	-0.041000	-0.213000	-0.312000
frr	0.049000	0.102000	-0.073000	0.003000
insA_3		-0.086000	-0.075000	-0.320000
insA_3		0.151000	0.048000	0.031000
dnaE	0.069000		0.074000	0.185000
dnaE	0.073000		0.443000	0.402000
yagU	0.016000			0.011000
yagU	0.080000			0.048000
ilvH	-0.148000	-0.195000		-0.420000
ilvH	-0.084000	-0.050000		-0.289000
yaiT	-0.422000	-0.323000		
yaiT	-0.062000	0.016000		
murG	-0.024000	-0.149000	-0.097000	
murG	-0.021000	0.063000	-0.037000	
